label	text_a
1	早晨 吃 好吃 会 跳 起来 牛轧糖 饼干 甜甜蜜蜜 柚子
4	说好 世界 和平   还会 战争       大国 参与 战争 怕怕
5	姐们 许久 未见   今天 告诉 怀孕 六个月   真是 受刺激
5	马航 客机 击落 显示 阅读 量   亿   热度 破纪录
0	十六岁 时 便 升任 梨园 影全 女班 正印 花旦  
5	60 岁 大爷 徒手 油锅 炸薯条 40 年来 从未 烫伤
3	发 完 工资 剩下 200     月 活
0	前身 颜安 书院   创建 1889 年  
1	心太累   应该 学 着想 开   看淡   学着 强求   学着 深藏   适时 放松   寻找 宣泄   疲惫 心灵 解 解压  
3	39 天 90     90     90     90     90     59   毫无 预兆 成宿 成宿 失眠   说好 早起
1	征服 畏惧   建立 自信 最快 确实 方法   做 害怕 事   获得成功 经验   投资 知识 明智   投资 网络 中 知识 更加 明智  
5	感动 爱情故事   却成
2	现在 真的 流行 体罚   罚站   罚 值日
1	最近 这是   感慨 颇   活跃
1	最好 张艺兴 早安 张帅 没
3	面对 手机 屏幕   看到 几个 字 短信   心好 乱   过分  
0	现实 总是 一次 一次 带来 挑战   面对现实   得以 生存  
1	雨天   冰冷   吃 热热 火锅   说 暖暖的 话  
2	拉 黑 留后路 特别 生气 请 不要 找 说话
0	离温 清洗机 射流 加热 100   汽化 温度   更 适应 清洗 油污  
2	老娘 明天 上班 老娘 失眠       大爷      
5	第一次 看见 鞋   敢 穿出去  
2	可能 真 适合 做 设计   最烦 这种 合作 下来 负责 前 几步 疏忽   不停   永无止境 改来改去   导致 画好 图 不停 改 事   三天 画 完 图   搞 两 星期 没画 完   改   烦烦 烦
2	写 1000 字   鬼   写 泥煤  
2	老是 一个 地方 呆 长久                            
3	放下 完成 一半 作业 滚 上床   臣妾 只想 说     想念 夏天         冷到 暖 热
3	蠢 哭   史上 最蠢   刷新 蠢 纪录   快蠢 出花来   摔   智商 还考 试 说 一个 发现自己 拥有 一件 事情 搞砸 最高 水准  
0	相信 生命 中 重要   一向 缺乏 安全感   这点 深信不疑   四个 默契  
1	失眠   一个 词 概括 现在 巨大 感受   动力   勿忘 初 心   方得 始终   先 对得起 谁谁谁   对得起   负责   能力 负责   爱   能力 爱  
0	公司 经营 管理 不断 追求 完善   打造 精品 专业 市场   公司员工   团结奋斗   勤勉 进取   拼搏 创新   信念  
3	2015 年 11 月 24 日   雪   两天 吃饭 比较 正常   吃   月 基本 没长 体重   脾气 真心 长 不少   不随 意   轻则 吆喝   重 嚎啕大哭   天   现在 孩子 人性   现在 父母 溺爱 孩子   下去 不好  
1	语言 无力 时   沉默 发声   人生   输 输赢 赢   失   境遇   生命 年轻 渴望   生活 美好 向往   一直 心中 萦绕   宛若 碧蓝 天宇 之下 飞翔 白鸽   正在 舒展 素洁 羽毛    
1	公主 病   改不了 喜欢 粉红 没理由
2	隔壁 宿舍 学姐 知道   嗨   唱起歌   不想 说            
1	十一年   谢谢 陪 长大   幸运 见证 一次 一次 创造 巅峰
3	香山 回来   全身 痛   简直 爆炸
0	开发利用 得到 黄河口 景观 生态 和谐 共存  
2	配把 钥匙 跑 两趟   明天 跑 第三 趟   不会 配钥匙 不要 做生意  
0	群体 多数 80 年代 出生 城市 近郊  
1	今天 好日子   亲爱 生日快乐
1	一直 努力 现在   继续 加油   做 不到   偏要 做到   一起 努力   十六岁 一份 礼物     底气   不能 十几个 小时   加油   知道   凯家 真的 很棒   没有 帮忙   第一   不能 看笑话   继续 努力   未来   只为 王俊凯     王俊凯 加油  
2	想 说 心疼 孟珏   最爱 男人     死   这剧 不能   我蓉晓加边 哥哥 配音 弃剧  
0	    儿子 娃娃 一词 青海 方言 中 使用   大致 意思 普通话 中   男子汉     有种 男人     真 爷们儿 相近  
0	26 集   小菊 买回来 礼物 生活费 陈虹   遭 陈虹 一顿 责怪  
0	考完试 玩完 手机 睡 一觉 起来 成绩
1	最近 产粮 多得 跟不上 节奏 嘤 嘤 嘤 笑 甜
3	对不起 麻麻 抱不动 中药 麦芽糖 茶水 山楂 韭菜 多管齐下       不涨 好好 拥抱
2	今日 下午 厕所   竟然 俾人 误会 男
1	原来 昨天 真 会 有人 陪 看雪   好开心
2	最近 身边   结婚   怀孕 妹子 扎堆     结辣 早   怀辣 早 干   搞 挣得 钱 份子  
2	酒友 呼唤   跑 兔子 快   孩子 拼音 教 一半 扔给
0	        骑士队 主教练 ByronScot   场上   不会 做 失误 率 颇 高 背后 传球   不会 做 耗费 体力 爆扣    
5	我滴 妈妈 娘 诶 半条 老命 节奏
5	城市化 一项 重要 标志 一幢幢 楼房 拔地而起   家乡 房子 特色   世界 脑洞 大开 建筑 TOP20 中国 上榜 竟然  
2	弄 现在 终于 整好   强迫症 忍受 不了 丢 年 水粉画 导致 颜色 顺序 弄混 格子   盖   烦心      
0	复旦大学   挪威 管理 学院 毕业   1993 年 包凡 加入 摩根士丹利  
3	最近 压力 挺大   累   有太多 力不从心   心里 有太多 太多 说不出 感受   太 疑问   纠结 难   知道 过得 开心 舒适 一点   心里 舒服 身体 舒服 是不是 一天 没事找事 为难   总让 过得 辛劳   说实话 有点 心疼
1	泰 盛世 美颜 世界 说 早安         wuli 泰亨 今天 充实 快乐         胖弹们 每天 脆骨 脆骨      
3	有点 高估 精力   想 休年 假
2	外地 上学 之前 几乎 没 坐 公交车   没有 一群 学生 挤 公交车 里 吵吵 经验   现在 简直 脑炸
0	1946 年 月 任山大 校长   收复失地   重振 学校 雄风  
3	手机 里 发现 一张 非主流 大哥 合照   好好 一个 说染 头发 就染     看到 丢掉 大白 难过
2	好像 逃 十 四节课   约 家长 日 退学 日  
0	史诗   叙事诗   民歌 配曲  
1	出现 一个 之前 更好
2	真正 南方 四季如春   北方 暖气 如火   不南 不北 地儿 冬天 室内 室外 一个 温度   直接 冻成 狗
3	老师 罚读 10000 遍   muster          
1	每天 睡觉 前才 幸福   舍不得 睡   越 幸福 睡 越 美
5	下午 步行 上班   走 路口   看到 一辆 路车 城基路 右转 锦屏 南路   刚 转弯 停下   车尾 距离 十字路口 斑马线 大约 米   司机 车上 下来   车子 出 情况   没想到 司机 走 对面 店里 买 一袋 糖 炒栗子  
3	突然 很想 我姐   长大 离家 越 远 或许 越 想 惦记   知道 聊天 总 有事没事 说 很烦
3	第一天 阳光明媚 出去 逛 圈   几天 一直 下雨 一直      
3	第一次 明白   世界 之外 世界   感冒 之外 感冒   二次 感冒  
0	  马来西亚 海龟 骑   马来西亚 旅游 部长 黄燕燕 警告 马 国 旅游业者   不可 游客 骑 海龟 拍照 触摸 海龟   不可 触犯 违反 生态旅游 保护 野生动物 条列   警告 三次 重犯   当局 吊销 违规 业者 执照   旅游部 野生动物 保护局 环境 局 商谈 相关 规范   保护 野生动物   保护 自然   做好
1	尝试 听歌 睡觉   一个 小时   手机   现在 听 窗外 雨声   回忆 些许 往事 美好   想着 应该 熟睡   挺
2	微博提 没 提 老李   转 转   真是 明白     提 老李 老李 写 这剧 酱油   别提   看着 更 不想 转
3	女生 打呼噜 威力 并不比 男生   困死
3	看来 真的 回去 好好学 普通话   喊 句 出现 看不懂 字 语颖宝 对不起
0	中华书局 上海 编辑 中华书局 上海 编辑 1958 年 月 古典文学 出版社 改组 而成  
0	有限责任 风险 社会 信用 机制 消解  
2	妈 对象   知不知道   认识一下  
0	  瘢痕 性 梗阻   溃疡 胼胝 硬结   溃疡 愈后 瘢痕 挛缩  
4	卧槽 女生 可怕 女生 厉害   女生 狠起 开 没 男 事 吓死   衰   厉害   word 容 嬷嬷   浑身 发麻
0	白色 背景墙 木门 搭配 黑色 亮面 地板 尽显 简约   华丽 吊灯 牛头 墙饰 奢华 不失 优雅   更 玄关 立体感 变得 明显  
1	传说 中 玫瑰 金 贴纸 没有 出现   收获 期待 中 玫瑰 金
2	楼上 巨烦   臣妾 想 看个 游戏王 妈静 不下 心来   楼板 塌
3	老人家 个性   会 小孩子   爱 撒娇   需要 哄   小孩子   父母 总是 无微不至 地守护 身边   当有 一天   父母 老   无助 小孩 需要 陪伴 照顾 时   碍于 很多 现实 因素   无法 付出 同等 爱心 耐心       魏 棻 卿   最深 绝望 里   遇见 最美 意外  
4	躲避 限号   点前 奔   小路 里 堵 一会儿   二环 点 10 分   运气 不会 拍   担心    
0	高温   铬 氮 反应 熔融 碱金属 侵蚀  
1	值得 高兴 事   父母 健全   知己 两三   盗 走 爱人   假象   别太 计较  
3	包装 辣 豪华   里面 一块 肉   难过地 哭
0	2004 年 月 20 日   宝月 寺 村 选举 村委会 主任  
3	鼻子 好塞   感冒 感冒 感冒
5	说 新加坡 军机 飞机 国境 以外 下来   美帝 敢 偏袒   不敢   美帝 会 放任 开船 过去 抢 马六甲海峡   不会   大概   见 俄欧 合作   不会 放任 俄去 占 重要 地方   开 点 坦克 军舰 过去 堵门 抢点 好处   起来  
5	上课               同学 没来  
2	穿 羽绒服       真是 作 死       坐 公交 感觉 蒸 桑拿  
1	? ? ? ? ? 镁光灯   街口 挥手告别   阳光   笑 眯 眼 温暖 明媚   舞台 纯真 热烈 迷恋着 舞蹈 火 喜爱 执着 一次 成功   开心 样子 庆幸 遇见   习惯   更想 陪伴   忙 内金有 谦   生日快乐  
3	2007   2008 年     独孤求败   结构 理解 深刻 两年   简而言之   曾经 很多 一起 玩 朋友   追逐   剑   奥义   渐渐 拉开 距离   不再 朋友   感到 彻骨 孤独   未知 前路 感到恐惧   深知   进境   造成 这种 可怕 孤独   无法 放弃   后来 换 条 世界 线   噗  
3	记忆 中 香港电影 大致 样子 记得 小时候 爱 香港电影 繁体字 后来 爱上 广东话 粤语歌 时时 觉得   近 乡情 更怯   今天 香港 已经 以往 香港 繁华 依旧 发生 故事 电影 故人 一去不复返了 挚爱 香港电影
0	  微博 辟谣   发表 实 言论   辱骂   不利于 网络 环境 健康 发展  
0	石灰 成分 中   碳酸钙 占 90     碳酸镁 低于 10    
3	最近 邹哥 真的 好忙   辛苦   其实 会 想要 说 一下 话   没有 太 时间   以前 总是 期望 有个 陪 电视剧 动漫   一起 聊天 傻乐 结婚   从此以后 恐怕 奢望  
5	转台 极限 勇士   欧美 女孩 体能 技巧 简直 爆炸   佩服
1	起来 享受 无敌 版本 蛮王 哈哈哈
0	清末 以前   我国 很多 城市 里 建有 五道 庙  
1	一下 雪 会 想到 高中 那次 盛大 打雪仗   以后 拍电影   一定 桥段   不会         那年 一中 一场 雪  
0	没有 宝具 Servant 互角 之上   内含 形成 世上 剑 要素 固有 结界   无限 之剑制   UnlimitedBladeWorks    
0	新型 高端 商务 文秘 类 暨南大学 文学院 合作开发 现代 商务 文秘   学制 六个月   高效 职业培训 课程  
2	明明 数学 学得 不错   每次 我弟 钱财 交易 老是 吃亏   每次 后知后觉   今天 亏了 200 块          
2	我列个 大草       喜欢 嚼舌根 长舌妇 赶紧 狗 带       过年 回家 非得 嘴 撕烂
3	质量 差 效率 低 尽早 找出路 周 唯一 欣慰 徒弟 惹 省心     周 fighting       好好学习 好好 读书      
2	加粉 全清   玩意儿 加 妹  
1	想 成为 一个   觉得     真的 不错    
0	1928 年 盖特 佛塞 首创 芳香 疗法   Aromatherapy   名词 1937 年 出版   芳香 疗法   开拓 出 芳香 疗法 新纪元  
3	中午 想 看看 新 框框   开都开 发现 明天 发   随机 一个 掘墓   辣鸡 队友 挂机   可怕   我点 外卖 两个 小时 都还没 送到   午休 时间 捉襟见肘   武汉 冬天 露 脚脖子 简直 自取其辱   可怕 一天  
3	头发 不合 心意 一整天 心情 low
0	碧水 环绕   青山 掩映   海天 一望无际   山海 天 大酒店 得名  
1	害怕 中 一点点 学习   成长   充实   日益 强大   当初 做 决定 释然   最终 迎接 一种 惧怕 未来   其实 一个 走 过来   害怕 害怕   悔恨 释然     放电  
3	救命 说好 早睡   今天 看见 暗 一个 暖萌 日常 没 忍住 完 更新 发现 已经 00   38
3	全家人 反对 回家 应该 果断 回家   想 回家 18 岁 生日 真的 难
3	2015   11   16 照顾 身体 最最 重要   纪念 感冒 已经 一周 时间   今晚 肚子 有点 疼
0	  柠檬 片 泡     柠檬 切片 放入 密闭 容器 中   放入 蜂蜜   加入 凉水 淹没 柠檬 片   盖 容器   放入 冰箱   转 天 拿出 两片 泡水 即可   柠檬 中 丰富 VC 激发   柠檬 喝 星期 左右  
1	醒来 看见 领导 短信   真的 夜间 上帝 救援
2	低级 错误 犯 一次 就够 犯 三次 必要
5	原本 打算 画 元素 拟   后来 变成 物态 拟   玩 物态 拟         惊讶    
3	每个 失眠 夜   会 胡思乱想   病   得治  
0	学校 党支部   校委会 设有 行政 处   教导处   成教 处   校 办公室   团委   工会   后勤处   宿管 处   保卫处 机构  
0	深夜 妄想   w   inds Arashi 番 组   同台 演出
1	早上 听 洋葱 洗漱   不由 晕染 幸福 滋味
0	脸 手脚 使用 水干色 栗茶   焦茶 刻画   比较 浅 地方 水彩 混合色  
3	拔 完 一颗 满血 复活   想到 下周 拔 一颗
5	拉完 屎 亏 习惯性 便 便 形状   今天 新 目标   钱 居然 掉 马桶 里边      
1	每天 白天 实训   晚上 撸 直播 逛 淘宝 看中 买   十一点 欣欣 打个 电话 说 晚安   深夜 十二点 画图 写实 训 报告   两点 准时 睡觉   白天 打瞌睡   发现 现在 屌 逼   蛮 不错   比起 以前 心烦意乱   反正 贼 jb 开心 就行   情绪 浪费 身上
2	每年 月份 会长 出 一颗 智齿 闹 一闹 投降
0	瓷器 制造 雕版 印刷业 成就 尤为 突出   南方 北方 精制 秘色 瓷器   出现 雕版 印刷  
2	牙医 说 脸 短 圆   生平 第一次 听到 评价   道坎 过不去
2	过段时间 我要 试 东西 记下来   尼玛 敏感 肌 真心 伤不起
3	算了 十月份 好像 玩 19 天然 工资 剩 两千 三 月 过不下去
5	突然 有种 隔世之感   发觉 以后 再见 故人 会 不会 认识 咯
0	事实上 Raine 没有 完全 停止   代码 优化 错误 修正 继续  
1	公司 质量 一流 理念   不断 引进 国际 先进 技术 经验   完全 原装 产品 相媲美  
0	trap 已经 走进 国内   势必会 很多 喜爱 接受
1	可能 态度 冷淡   扭头 一个 谈天说地   欢声笑语   正常   腻歪 新鲜感   无视 重视   想 不想   人之常情   不在乎   看淡 点   像是 夹 娃娃   剩下 最后 一个 币   大多 精力 抓 娃娃   发现 最后 没有   没什么   下次 抓  
3	时间 过去   忘记 曾经 义无反顾 地爱过 一个   忘记 可爱   忘记 做    
2	计划 改不上 变化   瞬间 觉得 真的 可笑   白 做    
0	洗鱼 扒开 鱼 嘴巴 想 口腔 洗 一下   发现 黑鱼 牙齿 厉害   牙齿 特别 锋利
4	早上 不吃 早餐 容易 发胖       细数 不吃 早餐 危害  
1	芭月 家中 居住 侍者   热情 温柔 女性 代表  
1	听说 左 眼下 有颗 痣 以后 会 幸福
3	看着 美好 价格   接受 转运 公司 州 地址   心情
5	配音演员 短短 分钟 内声 演完 53 重要 影视 角色   信  
2	不想 19 号 之后 满屏 刷 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆 喜欢 王 大陆
